gene_name,NC_1,NC_2,NC_3,S4_1,S4_2,S4_3
ANKRD34A,137,120,106,70,74,62
ANKRD34B,0,1,0,0,0,0
ANKRD34C,0,0,1,1,0,0
ANKRD35,42,56,49,62,66,78
ANKRD36,368,332,433,490,442,389
ANKRD36B,162,163,171,226,235,208
ANKRD36C,256,236,315,377,393,324
ANKRD37,58,24,34,27,27,12
ANKRD39,55,62,53,85,100,108
ANKRD40,1314,1391,1427,1344,1610,1316
ANKRD40CL,0,0,0,0,0,0
ANKRD42,280,331,386,358,398,366
ANKRD44,236,204,205,154,162,135
ANKRD45,0,3,0,5,2,0
ANKRD46,191,187,170,269,316,281
ANKRD49,319,351,367,343,355,338
ANKRD50,1599,1645,1723,1505,1617,1435
ANKRD52,2571,2660,2672,4384,4732,4182
ANKRD53,3,8,7,10,12,2
ANKRD54,175,170,163,281,325,251
ANKRD55,0,0,0,0,0,0
ANKRD6,36,27,32,13,23,15
ANKRD60,0,0,0,0,0,0
ANKRD61,8,9,9,12,13,6
ANKRD62,0,2,0,0,0,0
ANKRD63,1,3,0,0,3,0
ANKRD65,17,5,9,5,2,1
ANKRD66,0,0,0,0,0,0
ANKRD7,2,4,10,5,8,4
ANKRD9,162,201,211,237,225,191
ANKS1A,583,597,578,327,434,385
ANKS1B,1,1,1,2,0,3
ANKS3,158,162,151,175,168,185
ANKS4B,0,0,0,6,5,4
ANKS6,355,358,361,428,617,465
ANKUB1,1,0,0,0,0,0
ANKZF1,474,487,511,460,521,466
ANLN,429,401,502,10794,11945,10105
ANO1,9,10,10,11,11,0
ANO10,1339,1522,1510,1410,1477,1238
ANO2,0,0,1,0,1,0
ANO3,1172,1051,1214,301,234,176
ANO4,981,1047,1010,841,930,777
ANO5,1,4,2,0,1,0
ANO6,4605,4974,5104,4233,4776,4044
ANO7,9,11,13,17,22,17
ANO8,138,112,109,81,97,82
ANO9,1,3,4,0,1,4
ANOS1,3,0,1,31,21,20
ANP32A,1195,1300,1326,2154,2534,2347
ANP32B,2666,3187,2930,6271,7092,6259
ANP32D,0,0,0,0,0,0
ANP32E,850,1016,1018,3369,3830,3300
ANPEP,3949,4223,4109,13266,14988,11685
ANTKMT,41,45,43,48,56,49
ANTXR1,13834,14970,15300,4247,4674,3918
ANTXR2,2959,3090,3153,1786,2289,1803
ANTXRL,1,0,0,0,1,0
ANXA1,14926,16919,16773,18683,19961,15870
ANXA10,0,0,0,0,3,1
ANXA11,3772,4068,3919,2292,2601,2156
ANXA13,0,0,0,0,0,0
ANXA2,47073,52429,51069,47088,54369,45301
ANXA2R,5,6,10,2,5,4
ANXA3,725,845,919,175,166,173
ANXA4,1590,1832,1780,1311,1475,1147
ANXA5,12069,13491,13333,22329,25502,20592
ANXA6,6415,7032,7191,6526,7349,6313
ANXA7,1828,2009,2176,2383,2605,2320
ANXA8,20,7,12,4,0,19
ANXA8L1,12,17,19,3,15,4
ANXA9,6,9,17,2,6,7
AOAH,0,0,0,0,0,0
AOC1,0,0,0,0,0,0
AOC2,8,13,12,90,81,66
AOC3,3,0,2,30,47,30
AOPEP,748,780,805,409,480,446
AOX1,1858,2070,2153,3629,4209,3527
AP1AR,356,405,406,957,1110,949
AP1B1,815,903,849,1235,1327,1075
AP1G1,3013,3079,3300,3409,3646,3148
AP1G2,450,442,476,303,256,256
AP1M1,618,669,664,1046,1169,985
AP1M2,2,2,4,4,0,2
AP1S1,810,889,919,1287,1554,1354
AP1S2,1447,1644,1610,1339,1485,1129
AP1S3,76,95,82,135,124,86
AP2A1,1909,1981,1965,1804,2086,1602
AP2A2,953,1011,1092,952,1160,934
AP2B1,4893,5169,5166,5274,5888,5051
AP2M1,8968,9682,9425,7803,8304,6925
AP2S1,1471,1575,1521,2247,2719,2063
AP3B1,1701,1932,1953,2025,2293,1999
AP3B2,9,7,4,15,11,6
AP3D1,2274,2221,2400,3073,3388,2943
AP3M1,1684,1772,1824,1907,1953,1873
AP3M2,453,412,474,684,888,716
AP3S1,1267,1542,1468,1629,2049,1700
AP3S2,870,958,931,751,952,842
AP4B1,178,198,214,270,282,299
AP4E1,942,901,1012,1142,1274,1076
AP4M1,112,137,118,133,138,127
AP4S1,116,97,135,111,116,111
AP5B1,310,350,327,351,392,302
AP5M1,1367,1460,1559,1336,1330,1167
AP5S1,175,177,162,180,189,155
AP5Z1,356,332,325,610,639,529
APAF1,731,698,831,1657,1875,1657
APBA1,226,222,287,357,337,286
APBA2,193,224,183,229,297,337
APBA3,93,91,109,94,91,111
APBB1,559,580,630,368,406,250
APBB1IP,24,38,19,19,23,24
APBB2,3026,3180,3353,2750,3204,2645
APBB3,160,174,163,112,108,110
APC,2252,2421,2461,1984,2252,1912
APC2,13,8,8,39,34,30
APCDD1,392,446,418,386,356,323
APCDD1L,8,24,24,156,215,168
APCS,0,0,0,0,1,0
APEH,749,877,846,873,968,878
APELA,0,0,0,0,0,0
APEX1,1233,1376,1386,2470,2563,2164
APEX2,183,180,163,276,362,288
APH1A,1026,1235,1128,1253,1447,1139
APH1B,862,936,900,683,812,700
API5,2489,2749,2740,3841,4287,3519
APIP,320,392,356,426,528,421
APLF,120,138,134,78,61,60
APLN,1,3,2,9,10,4
APLNR,0,0,2,0,0,1
APLP1,61,81,74,92,83,62
APLP2,39052,43193,44849,20632,23011,18432
APMAP,1401,1551,1531,1955,2294,1969
APOA1,0,2,0,0,0,0
APOA2,0,0,0,0,0,0
APOA4,0,0,0,0,0,0
APOA5,0,0,0,0,0,0
APOB,348,324,351,48,30,20
APOBEC1,0,0,0,0,0,0
APOBEC2,0,0,3,1,0,0
APOBEC3A,0,0,0,0,0,0
APOBEC3B,16,24,18,602,660,552
APOBEC3C,812,873,870,967,955,894
APOBEC3D,11,3,11,13,9,13
APOBEC3F,78,82,77,61,73,67
APOBEC3G,43,41,60,43,59,31
APOBEC3H,0,3,0,3,0,0
APOBEC4,0,0,0,4,0,0
APOBR,6,4,3,2,2,1
APOC1,7,6,4,6,12,13
APOC2,0,1,0,0,0,0
APOC3,0,0,0,0,0,0
APOC4,0,0,0,0,0,0
APOC4-APOC2,0,0,0,0,0,0
APOD,984,1094,1063,385,369,297
APOE,30,30,28,17,31,22
APOF,0,0,0,0,0,0
APOH,0,0,0,0,0,1
APOL1,133,134,115,61,47,47
APOL2,442,455,490,424,425,406
APOL3,90,103,107,59,60,48
APOL4,0,0,0,0,2,0
APOL5,0,0,0,0,0,0
APOL6,1852,1823,1886,1926,2079,1793
APOLD1,161,159,152,259,279,255
APOM,11,17,8,16,17,11
APOO,41,67,52,115,137,121
APOOL,647,712,654,713,843,753
APP,18189,19888,19542,12955,14263,12197
APPBP2,1676,1720,1696,1872,2043,1747
APPL1,809,1002,922,1312,1511,1257
APPL2,1943,2153,2146,2000,2200,1875
APRT,220,335,251,422,427,401
APTX,392,475,469,788,882,753
AQP1,51,64,71,24,18,31
AQP10,0,0,0,0,0,0
AQP11,16,15,20,30,33,18
AQP12A,0,0,0,0,0,0
AQP12B,0,0,0,0,0,0
AQP2,0,0,0,0,0,0
AQP3,1,6,3,3,9,4
AQP4,0,0,0,0,0,0
AQP5,0,0,0,1,0,0
AQP6,0,0,0,2,0,1
AQP7,0,0,0,0,0,0
AQP7B,0,0,0,0,5,0
AQP8,0,0,0,0,1,0
AQP9,5,4,1,80,142,94
AQR,1336,1438,1557,1814,1982,1609
AR,873,883,896,704,709,716
ARAF,644,676,777,615,667,572
ARAP1,1125,1294,1205,766,850,751
ARAP2,0,1,0,2,5,1
ARAP3,206,270,248,379,388,343
ARB2A,1079,1149,1183,766,810,630
ARC,0,2,3,28,28,38
ARCN1,5788,6425,6412,4130,4482,3923
AREG,0,1,7,68,69,40
AREL1,1302,1451,1530,1572,1607,1408
ARF1,4036,4739,4404,5962,6876,5654
ARF3,2674,2898,2968,2802,3284,2796
ARF4,9648,10841,10743,9556,10950,8780
ARF5,557,642,636,491,604,575
ARF6,2391,2675,2738,4007,4261,3716
ARFGAP1,967,1091,1028,1149,1231,1106
ARFGAP2,733,788,894,1068,1111,912
ARFGAP3,1509,1701,1692,1917,2198,1788
ARFGEF1,1923,2022,2142,2574,2873,2487
ARFGEF2,2154,2346,2385,3319,3633,3010
ARFGEF3,108,109,118,118,120,91
ARFIP1,1103,1153,1206,1254,1476,1225
ARFIP2,469,510,509,587,697,575
ARFRP1,251,282,268,381,397,357
ARG1,1,0,0,0,0,1
ARG2,52,63,54,50,79,55
ARGFX,0,0,0,0,0,0
ARGLU1,3299,3276,3613,3666,4132,3337
ARHGAP1,1116,1209,1283,1016,1137,945
ARHGAP10,458,530,512,830,827,616
ARHGAP11A,251,269,303,3829,4184,3381
ARHGAP11A-SCG5,7,7,4,3,44,35
ARHGAP11B,38,44,51,248,351,265
ARHGAP12,1013,1095,933,799,900,756
ARHGAP15,0,0,0,0,0,0
ARHGAP17,948,989,931,773,923,779
ARHGAP18,914,1096,1157,3129,3544,3066
ARHGAP19,156,162,187,733,773,678
ARHGAP19-SLIT1,0,0,0,0,0,0
ARHGAP20,230,191,218,142,133,104
ARHGAP21,6481,6715,7162,4900,5143,4435
ARHGAP22,79,106,82,838,1083,825
ARHGAP23,2645,2841,2888,2207,2496,2053
ARHGAP24,479,523,535,898,892,769
ARHGAP25,0,0,0,0,0,0
ARHGAP26,450,417,410,192,226,195
ARHGAP27,54,62,65,150,178,126
ARHGAP28,289,290,329,102,112,98
ARHGAP29,3100,3262,3328,3813,4112,3276
ARHGAP30,0,1,1,12,8,5
ARHGAP31,979,1039,970,1092,1220,1075
ARHGAP32,288,305,291,363,474,375
ARHGAP33,25,22,19,73,93,93
ARHGAP35,2659,2799,2857,3125,3551,3002
ARHGAP36,0,0,0,0,0,0
ARHGAP39,38,23,29,56,71,51
ARHGAP4,8,22,9,39,13,10
ARHGAP40,0,0,0,0,1,0
ARHGAP42,117,151,185,149,135,137
ARHGAP44,12,14,19,20,13,18
ARHGAP45,44,41,41,52,68,39
ARHGAP5,4726,4953,5271,4105,4536,3677
ARHGAP6,12,22,25,37,39,38
ARHGAP8,4,3,0,6,0,0
ARHGAP9,5,1,2,12,2,6
ARHGDIA,2987,3358,3074,4591,4760,4219
ARHGDIB,67,58,66,65,71,48
ARHGDIG,1,1,3,3,3,1
ARHGEF1,692,748,742,1062,1126,1071
ARHGEF10,1383,1360,1351,1552,1749,1570
ARHGEF10L,218,208,227,204,169,175
ARHGEF11,944,972,1130,1234,1343,1187
ARHGEF12,6031,6377,6965,5870,6578,5630
ARHGEF15,0,1,0,0,0,0
ARHGEF16,36,37,33,14,9,12
ARHGEF17,2743,2839,2958,1297,1393,1196
ARHGEF18,616,622,711,849,1026,773
ARHGEF19,87,112,130,151,163,179
ARHGEF2,1405,1428,1419,2226,2447,2162
ARHGEF25,453,498,469,232,213,159
ARHGEF26,6,15,17,28,37,32
ARHGEF28,919,948,1078,1526,1775,1488
ARHGEF3,372,343,407,383,478,353
ARHGEF33,3,12,9,4,8,8
ARHGEF35,199,237,273,84,114,109
ARHGEF37,59,50,51,13,12,5
ARHGEF38,0,0,0,1,0,0
ARHGEF39,38,39,33,109,131,123
ARHGEF4,62,36,31,18,38,17
ARHGEF40,797,838,826,813,922,748
ARHGEF5,315,363,323,158,178,164
ARHGEF6,422,423,498,177,194,161
ARHGEF7,1210,1152,1237,1255,1319,1212
ARHGEF9,772,813,768,429,447,355
ARID1A,1296,1467,1312,2117,2452,2118
ARID1B,1002,1043,1180,1400,1630,1410
ARID2,601,647,553,700,803,738
ARID3A,383,398,353,547,633,566
ARID3B,25,40,46,75,62,54
ARID3C,2,0,3,3,5,5
ARID4A,742,736,794,554,585,533
ARID4B,1293,1441,1413,1673,1852,1487
ARID5A,260,270,278,128,122,103
ARID5B,5875,6213,6042,3563,3790,3132
ARIH1,1931,2023,2068,1742,1978,1753
ARIH2,1521,1615,1643,1953,2288,1794
ARK2C,0,3,1,3,0,0
ARK2N,1389,1450,1520,1450,1557,1351
ARL1,2310,2526,2736,2403,2755,2252
ARL10,629,680,687,757,876,792
ARL11,3,0,0,0,0,1
ARL13A,0,1,0,2,5,0
ARL13B,402,449,493,666,780,629
ARL14,0,0,0,3,7,2
ARL14EP,592,721,676,742,705,639
ARL14EPL,0,0,0,1,0,0
ARL15,533,584,573,241,292,308
ARL16,300,368,328,433,476,382
ARL17A,270,247,268,304,369,255
ARL17B,135,171,188,144,139,164
ARL2,474,555,527,396,463,362
ARL2-SNX15,0,0,5,12,14,0
ARL2BP,1250,1488,1364,1392,1465,1215
ARL3,313,325,332,344,400,364
ARL4A,196,211,227,393,394,353
ARL4C,194,165,192,206,197,164
ARL4D,324,380,293,298,309,237
ARL5A,875,948,998,1272,1299,1077
ARL5B,819,901,861,1541,1716,1306
ARL5C,0,0,0,0,1,0
ARL6,254,279,310,200,261,201
ARL6IP1,1416,1718,1665,7490,8648,7377
ARL6IP4,643,752,651,874,1224,990
ARL6IP5,4165,4832,4705,2031,2161,1881
ARL6IP6,344,357,348,407,463,372
ARL8A,319,365,336,371,466,301
ARL8B,2078,2330,2386,3509,3744,3196
ARL9,9,11,9,15,20,27
ARMC1,750,844,888,1533,1580,1388
ARMC10,438,485,447,592,648,590
ARMC12,11,7,8,5,5,5
ARMC2,90,88,87,50,35,37
ARMC3,0,0,0,0,0,0
ARMC5,104,83,75,104,113,108
ARMC6,172,177,186,375,474,455
ARMC7,131,147,142,158,164,135
ARMC8,1206,1319,1309,1483,1730,1401
ARMC9,1872,1944,1929,979,1158,1104
ARMCX1,664,672,696,732,848,716
ARMCX2,930,1118,1070,757,1010,831
ARMCX3,3756,4031,4151,2129,2473,1923
ARMCX4,478,538,579,657,807,750
ARMCX5,188,198,200,320,369,270
ARMCX5-GPRASP2,27,2,0,0,0,0
ARMCX6,479,557,598,620,678,575
ARMH1,5,8,3,3,2,3
ARMH2,0,0,1,0,0,0
ARMH3,467,460,494,568,680,586
ARMH4,93,98,100,62,60,71
ARMS2,0,0,0,0,0,0
ARMT1,761,885,751,1380,1520,1307
ARNT,1398,1531,1558,926,1058,931
ARNT2,810,863,993,682,644,579
ARPC1A,1082,1118,1106,1926,2404,1972
ARPC1B,1461,1646,1600,1751,2066,1770
ARPC2,6006,6718,6418,7941,9354,7675
ARPC3,2768,3036,2965,3758,4437,3714
ARPC4,2130,2525,2299,2219,2705,2373
ARPC4-TTLL3,84,98,65,23,52,42
ARPC5,7582,8204,7931,7194,8031,6765
ARPC5L,432,504,481,1064,1232,1050
ARPIN,562,586,581,792,840,701
ARPIN-AP3S2,203,209,229,291,382,270
ARPP19,3802,4005,3930,4270,4687,3905
ARPP21,0,0,0,0,0,0
ARR3,0,0,0,0,2,0
ARRB1,147,131,172,102,139,128
ARRB2,83,71,47,172,168,168
ARRDC1,145,168,177,170,202,158
ARRDC2,221,228,224,191,213,233
ARRDC3,1699,1886,1829,967,1119,902
ARRDC4,4612,4991,5171,4667,4979,4081
ARRDC5,0,0,0,0,0,1
ARSA,423,495,468,218,250,195
ARSB,2290,2502,2532,1293,1332,1162
ARSD,528,581,509,327,331,287
ARSF,0,0,0,0,0,0
ARSG,205,171,176,110,93,118
ARSH,0,0,0,0,0,0
ARSI,37,49,30,75,104,86
ARSJ,754,841,854,1505,1582,1325
ARSK,1927,2266,2343,721,687,663
ARSL,21,10,20,11,18,9
ART1,0,0,0,0,0,0
ART3,0,0,0,1,0,0
ART4,0,4,0,0,0,0
ART5,2,0,0,0,2,1
ARTN,1,0,4,5,10,13
ARV1,345,367,389,278,276,302
ARVCF,31,24,37,24,27,32
ARX,0,0,0,0,0,0
AS3MT,80,96,105,97,121,113
ASAH1,5856,6330,6397,2637,2967,2435
ASAH2,67,72,61,98,123,94
ASAH2B,164,237,227,318,319,248
ASAP1,4254,4377,4562,6159,7055,5843
ASAP2,825,934,996,1473,1472,1276
ASAP3,518,548,546,164,181,142
ASB1,633,794,735,1407,1515,1267
ASB10,0,0,0,0,0,0
ASB11,0,0,0,0,0,0
ASB12,0,0,0,0,0,0
ASB13,152,198,139,212,233,188
ASB14,7,3,11,12,12,7
ASB15,0,0,0,0,0,0
ASB16,14,12,10,14,12,20
ASB17,0,0,0,0,0,0
ASB18,0,0,0,0,0,0
ASB2,0,0,0,4,5,2
ASB3,218,273,242,354,340,276
ASB4,0,0,0,0,0,0
ASB5,541,668,599,306,323,274
ASB6,321,419,378,541,644,511
ASB7,415,431,390,462,539,443
ASB8,485,584,585,375,424,411
ASB9,25,20,12,10,16,9
ASCC1,372,420,528,548,651,545
ASCC2,509,546,508,737,886,711
ASCC3,3731,3928,3948,5540,6450,5300
ASCL1,0,0,0,0,0,0
ASCL2,0,0,2,0,0,0
ASCL3,0,0,2,0,3,0
ASCL4,0,0,0,0,0,0
ASCL5,0,0,0,0,0,0
ASDURF,14,32,1,53,34,20
ASF1A,374,425,438,686,828,695
ASF1B,36,34,22,702,814,662
ASGR1,5,2,3,19,20,10
ASGR2,0,0,0,0,0,0
ASH1L,2227,2397,2606,3184,3490,2845
ASH2L,635,727,672,511,561,530
ASIC1,41,50,47,42,50,39
ASIC2,2,1,2,1,4,1
ASIC3,4,6,2,14,8,13
ASIC4,1,2,2,3,4,4
ASIC5,0,0,0,0,0,0
ASIP,0,6,2,0,0,0
ASL,219,270,273,313,352,277
ASMT,0,0,1,0,0,0
ASMTL,189,184,183,229,258,160
ASNS,1461,1588,1508,4162,5080,4061
ASNSD1,976,1072,1123,1356,1507,1268
ASPA,12,5,5,1,0,2
ASPDH,4,4,3,0,0,1
ASPG,0,1,0,0,1,2
ASPH,11996,12436,12895,14680,16529,13316
ASPHD1,209,237,231,186,175,189
ASPHD2,29,18,35,37,43,57
ASPM,696,744,802,6307,6587,5657
ASPN,190,131,179,49,16,19
ASPRV1,0,5,0,0,5,0
ASPSCR1,137,139,146,216,267,207
ASRGL1,5,7,3,28,39,35
ASS1,1656,1841,1826,1123,1491,1187
ASTE1,86,80,86,143,143,153
ASTL,0,1,0,3,5,1
ASTN1,1,1,3,1,2,0
ASTN2,81,102,112,60,63,66
ASXL1,1629,1603,1612,2317,2501,2124
ASXL2,1164,1228,1263,2356,2587,2108
ASXL3,0,0,0,0,28,0
ASZ1,0,2,0,0,0,0
ATAD1,1889,1963,2105,1922,2321,1887
ATAD2,490,597,544,5008,5404,4537
ATAD2B,320,386,378,455,571,452
ATAD3A,224,286,232,784,872,678
ATAD3B,180,197,200,443,518,367
ATAD3C,1,0,0,2,1,2
ATAD5,56,50,44,499,643,401
ATAT1,144,136,145,146,164,177
ATCAY,0,0,0,2,2,4
ATE1,708,770,794,877,933,825
ATF1,447,475,539,806,1025,781
ATF2,1187,1246,1244,1354,1606,1304
ATF3,36,24,35,762,814,794
ATF4,4738,5256,5109,7621,9149,7303
ATF5,241,302,284,500,605,469
ATF6,2073,2069,2213,1884,2096,1795
ATF6B,1091,1174,1128,966,1068,862
ATF7,889,1011,1107,970,1220,1000
ATF7-NPFF,0,0,35,26,4,0
ATF7IP,1503,1503,1541,1665,1859,1583
ATF7IP2,76,93,70,101,90,87
ATG10,112,96,87,108,135,92
ATG101,468,483,535,687,775,686
ATG12,1698,1928,1953,1821,1953,1715
ATG13,1330,1495,1551,1292,1375,1168
ATG14,584,594,626,702,809,754
ATG16L1,534,576,547,560,687,568
ATG16L2,223,230,289,211,182,155
ATG2A,208,255,247,348,363,313
ATG2B,1386,1433,1547,1303,1502,1277
ATG3,831,983,882,1716,1978,1512
ATG4A,253,259,269,293,329,244
ATG4B,571,622,612,710,857,776
ATG4C,284,272,250,297,336,246
ATG4D,116,113,116,192,173,180
ATG5,851,980,867,973,1044,969
ATG7,536,641,546,631,701,576
ATG9A,965,1067,917,901,968,829
ATG9B,2,4,3,4,8,4
ATIC,1367,1452,1341,2383,2596,2268
ATL1,253,282,308,199,239,181
ATL2,469,567,507,1484,1678,1370
ATL3,3746,4284,4246,4374,5012,4157
ATM,3610,3756,3817,3027,3424,3094
ATMIN,1065,1107,1201,1265,1376,1108
ATN1,1606,1767,1556,1762,2022,1748
ATOH1,0,0,0,0,0,0
ATOH7,0,2,1,0,0,1
ATOH8,904,1086,1030,618,589,508
ATOSA,1532,1558,1642,702,691,633
ATOSB,310,311,352,439,410,406
ATOX1,275,366,390,313,404,326
ATP10A,982,1064,1031,605,667,655
ATP10B,0,0,0,0,1,0
ATP10D,2986,3114,3429,933,1073,913
ATP11A,822,811,782,970,1186,962
ATP11B,3369,3554,3666,2923,3302,2708
ATP11C,2074,2194,2344,1046,1111,870
ATP12A,0,0,0,0,0,0
ATP13A1,642,658,635,580,726,569
ATP13A2,230,218,225,381,528,367
ATP13A3,7806,8325,8561,10456,11065,9042
ATP13A4,1,0,0,0,0,2
ATP13A5,0,0,0,0,0,0
ATP1A1,6196,6729,6721,7274,8138,6686
ATP1A2,12,2,12,0,0,1
ATP1A3,22,27,22,34,0,0
ATP1A4,0,0,0,1,0,4
ATP1B1,720,885,861,528,620,457
ATP1B2,0,0,0,1,0,4
ATP1B3,2628,3025,2869,4731,5518,4598
ATP1B4,0,0,0,0,0,0
ATP23,32,42,48,59,90,81
ATP2A1,9,19,5,23,8,17
ATP2A2,10734,11640,11523,9126,9914,8695
ATP2A3,4,7,5,19,23,19
ATP2B1,2390,2647,2739,6827,7761,6364
ATP2B2,0,0,1,0,0,2
ATP2B3,1,0,1,5,4,1
ATP2B4,19926,20631,21147,9762,10853,9068
ATP2C1,2792,3323,3297,3455,4014,3204
ATP2C2,0,3,4,8,5,8
ATP4A,0,2,0,0,0,0
ATP4B,0,0,0,0,0,0
ATP5F1A,4190,4865,4678,6042,6828,5589
ATP5F1B,4746,5392,5568,9219,10140,8542
ATP5F1C,1565,1754,1669,1888,2314,2118
ATP5F1D,152,144,168,224,191,192
ATP5F1E,1736,2138,2110,1422,1876,1459
ATP5IF1,544,628,638,671,880,611
ATP5MC1,344,429,382,689,934,744
ATP5MC2,746,811,782,1014,1201,1057
ATP5MC3,1249,1379,1353,1619,2063,1742
ATP5ME,347,351,361,295,392,375
ATP5MF,1018,1149,1145,1148,1547,1347
ATP5MF-PTCD1,26,56,52,110,127,89
ATP5MG,1592,1770,1817,1681,1923,1659
ATP5MGL,0,0,1,4,2,0
ATP5MJ,582,669,642,654,841,657
ATP5MK,1031,1140,1032,1121,1434,1207
ATP5PB,1720,1887,1768,2893,3306,2855
ATP5PD,1461,1698,1631,1839,2205,1839
ATP5PF,701,853,865,901,1021,894
ATP5PO,1055,1221,1252,1435,1631,1412
ATP6,30033,33294,32718,32569,38938,32323
ATP6AP1,1153,1253,1173,966,1224,1018
ATP6AP2,4780,5026,4940,3922,4513,3465
ATP6V0A1,708,748,739,803,802,732
ATP6V0A2,608,577,631,840,933,745
ATP6V0A4,23,17,33,28,49,19
ATP6V0B,571,664,607,888,963,800
ATP6V0C,1013,1142,1153,1478,1646,1311
ATP6V0D1,716,721,868,750,812,608
ATP6V0D2,0,0,0,1,4,0
ATP6V0E1,4740,5660,5362,4093,4857,3667
ATP6V0E2,88,125,113,111,116,107
ATP6V1A,1944,2144,2289,2471,2650,2178
ATP6V1B1,1,3,12,0,4,1
ATP6V1B2,4959,5534,5414,5924,6681,5567
ATP6V1C1,1624,1739,1683,4096,4430,3596
ATP6V1C2,15,15,31,22,36,39
ATP6V1D,1589,1824,1750,2100,2579,2302
ATP6V1E1,2275,2649,2532,2066,2184,1889
ATP6V1E2,39,36,39,66,88,76
ATP6V1F,478,575,541,630,738,593
ATP6V1G1,1600,1819,1722,2363,2730,2130
ATP6V1G2,8,17,17,9,12,17
ATP6V1G2-DDX39B,6,21,3,98,70,58
ATP6V1G3,0,1,0,0,2,4
ATP6V1H,877,961,896,1258,1347,1049
ATP7A,489,519,614,445,512,405
ATP7B,105,184,142,83,98,100
ATP8,5874,6632,6496,4419,6829,6302
ATP8A1,6,18,15,13,8,4
ATP8A2,18,23,17,36,27,15
ATP8B1,2064,2132,2236,2369,2577,2275
ATP8B2,3501,3873,3834,1658,1749,1416
ATP8B3,55,47,46,77,60,80
ATP8B4,10,10,11,2,4,2
ATP9A,1466,1450,1511,811,799,671
ATP9B,323,337,364,329,311,249
ATPAF1,509,593,551,792,848,792
ATPAF2,116,143,130,112,145,118
ATPSCKMT,270,318,398,352,355,315
ATR,998,996,1165,1752,1959,1662
ATRAID,732,893,883,679,858,767
ATRIP,105,109,89,263,341,256
ATRN,2230,2333,2319,2287,2658,2168
ATRNL1,9,12,13,5,9,13
ATRX,3796,3699,4141,3163,3453,3035
ATXN1,1560,1712,1709,950,991,860
ATXN10,2373,2566,2594,2671,3025,2335
ATXN1L,1192,1281,1333,1714,1781,1551
ATXN2,1383,1446,1398,1430,1518,1337
ATXN2L,1210,1260,1269,2238,2485,2219
ATXN3,443,457,537,475,532,452
ATXN3L,0,0,0,0,0,0
ATXN7,730,737,770,1042,1200,1032
ATXN7L1,160,172,195,204,247,187
ATXN7L2,648,762,686,140,148,112
ATXN7L3,994,984,1042,1140,1341,1116
ATXN7L3B,1339,1450,1556,1572,1789,1493
AUH,95,144,136,113,98,90
AUNIP,13,23,17,113,149,152
AUP1,828,892,824,1423,1667,1381
AURKA,103,119,120,2245,2346,1989
AURKAIP1,282,281,300,504,603,503
AURKB,7,25,21,591,774,573
AURKC,4,7,9,9,13,5
AUTS2,27,24,20,65,71,61
AVEN,347,394,408,437,577,409
AVIL,72,76,66,76,77,50
AVL9,981,1033,1117,2319,2517,2116
AVP,0,0,0,0,0,0
AVPI1,153,182,160,206,265,182
AVPR1A,0,1,0,0,0,0
AVPR1B,0,0,0,0,0,0
AVPR2,0,2,0,1,2,2
AWAT1,0,0,0,0,0,0
AWAT2,0,0,0,0,0,0
AXDND1,0,3,0,7,3,9
AXIN1,215,202,226,387,459,380
AXIN2,188,210,214,23,23,20
AXL,4481,4736,4740,10499,11465,9804
AZGP1,0,0,0,0,0,0
AZI2,1724,1853,1727,1075,1153,1039
AZIN1,2585,2735,2698,5727,6441,5437
AZIN2,37,31,23,30,41,27
AZU1,2,4,2,0,0,0
B2M,21831,24399,23838,16775,18513,15694
B3GALNT1,393,414,442,500,470,491
B3GALNT2,1032,1157,1151,1401,1486,1258
B3GALT1,5,1,3,5,0,0
B3GALT2,146,179,148,17,17,13
B3GALT4,46,48,62,8,7,9
B3GALT5,0,0,0,1,7,6
B3GALT6,274,291,318,322,422,328
B3GALT9,50,50,57,83,80,53
B3GAT1,0,0,0,0,0,0
B3GAT2,25,42,92,69,93,67
B3GAT3,277,302,277,286,331,265
B3GLCT,413,492,526,534,580,491
B3GNT2,700,866,765,600,681,587
B3GNT3,0,0,0,0,0,0
B3GNT4,11,1,1,36,38,27
B3GNT5,63,91,62,398,446,402
B3GNT6,0,0,0,0,1,0
B3GNT7,2,11,3,0,1,1
B3GNT8,15,11,16,1,8,5
B3GNT9,520,520,542,351,398,347
B3GNTL1,80,46,79,108,116,115
B4GALNT1,78,84,100,190,229,200
B4GALNT2,0,0,0,2,4,3
B4GALNT3,0,0,1,0,2,0
B4GALNT4,7,5,13,12,14,8
B4GALT1,2661,2833,2645,4319,4998,4247
B4GALT2,558,628,538,918,1011,830
B4GALT3,278,336,325,409,450,441
B4GALT4,1306,1380,1463,1766,1894,1542
B4GALT5,1624,1765,1669,987,1103,1022
B4GALT6,61,76,47,104,102,68
B4GALT7,149,178,183,189,188,157
B4GAT1,177,228,218,145,205,116
B9D1,136,121,131,122,165,118
B9D2,23,27,23,29,30,39
BAALC,3,2,5,9,10,8
BAAT,0,0,0,5,15,11
BABAM1,725,730,774,939,1264,989
BABAM2,518,536,478,376,425,384
BACE1,2490,2993,2963,2085,2246,1945
BACE2,604,684,684,612,710,580
BACH1,977,1028,1149,1347,1445,1276
BACH2,0,0,0,6,5,11
BAD,234,276,256,248,249,234
